Date and time[ms],Stamp,"Direction[In, Out, Undefined]",Source,Destination,Message Id,Length,Status for Tx,Data
21_04_29 21:22:32.273,136,I,2,1,FFF0,1,00000000,15
21_04_29 21:22:34.326,137,I,2,1,FFF0,2,00000000,0643
21_04_29 21:22:40.349,138,I,2,1,FFF0,1,00000000,43
21_04_29 21:22:44.715,139,I,2,1,4216,66,00000000,04008d013b0000001a010c0006fe0100d40100000000080008000800080000300000981e75a900009f238b605a0417119b991e19720ea0238b60c6fb01001a00e41e
21_04_29 21:22:44.715,140,I,2,1,4217,81,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_29 21:22:45.387,141,I,2,1,FFF0,1,00000000,06
21_04_29 21:22:49.173,120,O,1,2,  77,30,ERR,0200b7238b60770001000400040001001e00be238b60410a010005000000
21_04_29 21:22:52.126,144,I,2,1, 118,2,00000000,30f0
21_04_29 21:23:20.388,159,I,2,1,4216,66,00000000,090075001d000100330002009cff3c001c0000000000080008000800080000301000cc1e7fa90000bd238b605a04141101a21d19720ebe238b60e4fb01001a00d41e
21_04_29 21:23:20.388,160,I,2,1,4217,81,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_29 21:23:26.068,0,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:28.817,163,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:31.997,165,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:34.348,167,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:36.870,169,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:38.880,171,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:40.917,173,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:42.918,175,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:45.212,177,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:47.185,179,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:48.930,181,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:50.641,183,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:52.653,185,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:54.404,187,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:56.648,189,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:23:58.661,191,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:01.265,193,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:03.392,195,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:05.523,197,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:07.680,199,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:09.931,201,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:12.180,203,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:14.669,205,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:16.853,207,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:19.334,209,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:21.261,211,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:23.250,213,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:25.948,215,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:28.687,217,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:31.424,219,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:33.806,221,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:37.424,223,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:39.132,226,I,2,1, 118,2,00000000,3042
21_04_29 21:24:42.786,0,O,1,2,4212,4,ERR,00000000
21_04_29 21:24:45.561,228,O,1,2,4212,4,ERR,00000000
21_04_29 21:24:47.273,231,I,2,1, 118,2,00000000,1242
21_04_29 21:24:49.397,225,O,1,2,4230,17,ERR,323032312d30342d32395f312e62696e00
21_04_29 21:24:53.155,230,O,1,2,4212,4,ERR,00000000
21_04_29 22:50:18.500,268,I,2,1,4216,66,00000000,831317157414a80000000000200000001d0000000000070007000700070000200000e41e4db0000026388b605a040d0c018d1e19720e27388b60481002001a00fc1e
21_04_29 22:50:18.500,269,I,2,1,4217,81,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_29 22:51:18.554,276,I,2,1,4216,66,00000000,02136f14a8149f0000000000260000001b0000000000070007000700070000300000e01e61b0000062388b605a040f0c968a1e19720e63388b60841002001a00fc1e
21_04_29 22:51:18.554,277,I,2,1,4217,81,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_29 22:51:22.346,92,O,1,2,F070,202,ERR,03007e388b6070f0010005005c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000057f388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a0080388b60600a010005000000
21_04_29 22:51:27.114,279,O,1,2,F070,202,ERR,030083388b6070f0010005005c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000584388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a0085388b60600a010005000000
21_04_29 22:51:31.789,281,O,1,2,F070,202,ERR,030087388b6070f0010005005c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000588388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a0089388b60600a010005000000
21_04_29 22:51:35.969,283,O,1,2,F070,202,ERR,03008b388b6070f0010005005c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000058c388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a008d388b60600a010005000000
21_04_29 22:51:39.470,285,O,1,2,F070,202,ERR,03008f388b6070f0010005005c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000590388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a0091388b60600a010005000000
21_04_29 22:51:44.569,287,O,1,2,F070,202,ERR,030094388b6070f0010005005c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000595388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a0096388b60600a010005000000
21_04_29 22:51:48.644,290,I,2,1,4216,66,00000000,8911770524147300920266003d0002002f0000000000080007000700080000300000dc1e6bb0000080388b605a040e0d979b1e19720e81388b60a21002002e00f81e
21_04_29 22:51:48.644,291,I,2,1,4217,81,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_29 22:51:54.606,289,O,1,2,F070,202,ERR,03009e388b6070f0010005005c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000059f388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00a0388b60600a010005000000
21_04_29 22:52:20.074,298,I,2,1,4216,66,00000000,1805af1417141204300100002f003f00190000000000080007000700080000301000e01e75b000009e388b605a04100d019f1d19720e9f388b60c01002001a00fc1e
21_04_29 22:52:20.074,299,I,2,1,4217,81,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_29 22:52:51.050,296,O,1,2,F070,202,ERR,0300d7388b6070f0010005005c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005d9388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00db388b60600a010005000000
21_04_29 22:52:55.451,301,O,1,2,F070,202,ERR,0300db388b6070f0010005005c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005dd388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00df388b60600a010005000000
21_04_29 22:52:58.556,303,O,1,2,F070,202,ERR,0300de388b6070f0010005005c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005e0388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00e2388b60600a010005000000
21_04_29 22:53:02.182,305,O,1,2,F070,202,ERR,0300e2388b6070f0010005005c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005e4388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00e6388b60600a010005000000
21_04_29 22:53:05.334,307,O,1,2,F070,202,ERR,0300e5388b6070f0010005005c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005e7388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00e9388b60600a010005000000
21_04_29 22:53:09.377,309,O,1,2,F070,202,ERR,0300e9388b6070f0010005005c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005eb388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00ed388b60600a010005000000
21_04_29 22:53:13.263,311,O,1,2,F070,202,ERR,0300ed388b6070f0010005005c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005ef388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00f1388b60600a010005000000
21_04_29 22:53:17.136,313,O,1,2,F070,202,ERR,0300f1388b6070f0010005005c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005f3388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00f5388b60600a010005000000
21_04_29 22:53:20.406,315,O,1,2,F070,202,ERR,0300f4388b6070f0010005005c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005f6388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00f8388b60600a010005000000
21_04_29 22:53:24.999,317,O,1,2,F070,202,ERR,0300f8388b6070f0010005005c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005fa388b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a00fc388b60600a010005000000
21_04_29 22:53:35.057,319,O,1,2,F070,118,ERR,020003398b6070f0010005005c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000505398b60600a010005000000
21_04_29 22:53:37.972,322,I,2,1, 118,2,00000000,30f0
21_04_29 22:53:48.706,326,I,2,1,4216,66,00000000,0814451459151b010000000031003f00190000000000090008000700090000301000e41e93b00000f8388b605a04110f9ca01d19720ef9388b601a1102001a00fc1e
21_04_29 22:53:48.706,327,I,2,1,4217,81,00000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_29 22:54:07.727,149,O,1,2,F033,98,ERR,020023398b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a0025398b60600a010005000000
21_04_29 22:54:11.667,332,O,1,2,F033,98,ERR,020027398b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a0029398b60600a010005000000
21_04_29 22:54:21.522,334,O,1,2,F033,98,ERR,020031398b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a0033398b60600a010005000000
21_04_29 22:54:26.174,336,O,1,2,F033,98,ERR,020036398b6033f00100050048008fc2f53ccdcc4c3e000000000000803f00000000000000000000803f0024744a0604a00f6f12833abd37863770fffb3c463ea017a63ed9cef73d6891edbcb80bd007030000030a0038398b60600a010005000000
