Date and time[ms]; Stamp; Direction[In, Out, Undefined]; Source; Destination; Message Id; Length; Status for Tx; Data;
21_04_26 06:55:19.954;181;I;5;1;F204;115;;c905529fdac005000000803f00000000000000000000000000000000000000000000000083c905529fdac0050056a6903cacc534bf10cf91bc0b27353f00000000000000000000000083c905529fdac005000000803f00000000000000000000000000000000000000000000000080ffffffff
21_04_26 06:55:21.316;183;O;1;1A;1DAF;129;ERR;6d76202f6d656469612f53746f726167652f4443494d2f43315f494d475f32303231303432313037313633392a202f6d656469612f53746f726167652f4443494d5f7574696c73203b206c73202d6c202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633392a20
21_04_26 06:55:23.547;184;I;1A;1;1DAA;64;;353a3930353a38633162366432386438373230363339623633323530353737613539393938343a2f72756e2f537973436d64526573756c742e7478743a313730
21_04_26 06:55:24.543;185;I;1A;1; 118;2;;af1d
21_04_26 06:55:24.543;186;I;1A;1;1DAB;174;;010000002d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020203234353736204170722032312030373a3136202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633392d70726576696577312e6a70670a2d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020363232333636204170722032312030
21_04_26 06:55:25.501;187;I;1A;1;1DAB;174;;02000000373a3136202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633392e6a70670a2d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202034313635204170722032342032303a3035202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61610a
21_04_26 06:55:26.489;188;I;1A;1;1DAB;174;;030000002d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202034313635204170722032342032303a3035202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61620a2d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202034313635204170722032342032303a303520
21_04_26 06:55:27.472;189;I;1A;1;1DAB;174;;040000002f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61630a2d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202034313635204170722032342032303a3035202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61640a2d
21_04_26 06:55:29.417;190;I;1A;1;1DAB;174;;0500000072772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202034313635204170722032342032303a3035202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61650a2d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202033373531204170722032342032303a3035202f
21_04_26 06:55:29.437;191;I;2;1;4216;66;;6610830f950fa100f507f9001c01a500d60100000000050005000500050000300800601ed0580000c46386605804100a9e921e196d0ec5638660e60901007e01cc1e
21_04_26 06:55:29.437;192;I;2;1;4217;81;;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 06:55:30.798;193;I;1A;1;1DAC;0;;
21_04_26 06:55:31.377;194;I;1A;1;1DAB;59;;060000006d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61660a
21_04_26 06:55:50.024;195;I;5;1;F204;115;;21e712a1dac005000000803f0000000000000000000000000000000000000000000000008321e712a1dac005000147eb3cdbad34bf88a0ecbc120f353f0000000000000000000000008321e712a1dac005000000803f00000000000000000000000000000000000000000000000080ffffffff
21_04_26 06:55:58.715;197;O;1;1A;1DAF;129;ERR;6d76202f6d656469612f53746f726167652f4443494d2f43315f494d475f32303231303432313037313633392a202f6d656469612f53746f726167652f4443494d5f7574696c73203b206c73202d6c202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633392a20
21_04_26 06:55:58.761;198;I;2;1;4216;66;;df115c146b147101d10000005600a500190000000000050005000500050000300800dc1eda580000e263866058040f0b01941e196d0ee3638660040a01001900f81e
21_04_26 06:55:58.761;199;I;2;1;4217;81;;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 06:56:00.937;200;I;1A;1;1DAA;64;;353a3930353a38633162366432386438373230363339623633323530353737613539393938343a2f72756e2f537973436d64526573756c742e7478743a313730
21_04_26 06:56:01.921;201;I;1A;1; 118;2;;af1d
21_04_26 06:56:01.921;202;I;1A;1;1DAB;174;;010000002d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020203234353736204170722032312030373a3136202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633392d70726576696577312e6a70670a2d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020363232333636204170722032312030
21_04_26 06:56:02.898;203;I;1A;1;1DAB;174;;02000000373a3136202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633392e6a70670a2d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202034313635204170722032342032303a3035202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61610a
21_04_26 06:56:03.880;204;I;1A;1;1DAB;174;;030000002d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202034313635204170722032342032303a3035202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61620a2d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202034313635204170722032342032303a303520
21_04_26 06:56:04.886;205;I;1A;1;1DAB;174;;040000002f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61630a2d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202034313635204170722032342032303a3035202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61640a2d
21_04_26 06:56:05.836;206;I;1A;1;1DAB;174;;0500000072772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202034313635204170722032342032303a3035202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61650a2d72772d722d2d722d2d202020203120726f6f742020202020726f6f742020202020202020202033373531204170722032342032303a3035202f
21_04_26 06:56:07.337;207;I;1A;1;1DAC;0;;
21_04_26 06:56:07.911;208;I;1A;1;1DAB;59;;060000006d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303231303432313037313633395f706172742e61660a
21_04_26 06:56:20.097;209;I;5;1;F204;115;;24dcd3a2dac005000000803f0000000000000000000000000000000000000000000000008324dcd3a2dac0050047ef223dac8a34bf66b423bdb5eb343f0000000000000000000000008324dcd3a2dac005000000803f00000000000000000000000000000000000000000000000080ffffffff
21_04_26 06:56:47.323;211;O;1;1A;1DAF;129;ERR;6d76202f6d656469612f53746f726167652f4443494d2f43315f494d475f32303230313232383232323031392a202f6d656469612f53746f726167652f4443494d5f7574696c73203b206c73202d6c202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303230313232383232323031392a20
21_04_26 06:57:00.844;213;O;1;1A;1DAF;129;ERR;6d76202f6d656469612f53746f726167652f4443494d2f43315f494d475f32303230313232383232323031392a202f6d656469612f53746f726167652f4443494d5f7574696c73203b206c73202d6c202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303230313232383232323031392a20
21_04_26 06:57:10.402;215;O;1;1A;1DAF;129;ERR;6d76202f6d656469612f53746f726167652f4443494d2f43315f494d475f32303230313232383232323031392a202f6d656469612f53746f726167652f4443494d5f7574696c73203b206c73202d6c202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303230313232383232323031392a20
21_04_26 06:57:21.670;217;O;1;1A;1DAF;129;ERR;6d76202f6d656469612f53746f726167652f4443494d2f43315f494d475f32303230313232383232323031392a202f6d656469612f53746f726167652f4443494d5f7574696c73203b206c73202d6c202f6d656469612f53746f726167652f4443494d5f7574696c732f43315f494d475f32303230313232383232323031392a20
21_04_26 06:57:26.469;219;O;1;4;  2A;0;ERR;
21_04_26 06:57:28.983;221;O;1;4;  2A;0;ERR;
21_04_26 06:57:31.115;223;O;1;4;  2A;0;ERR;
21_04_26 06:57:34.080;225;O;1;4;  2A;0;ERR;
21_04_26 06:57:37.170;227;O;1;4;  2A;0;ERR;
21_04_26 06:57:40.358;229;O;1;4;  2A;0;ERR;
21_04_26 06:57:43.619;231;O;1;4;  2A;0;ERR;
21_04_26 06:57:44.913;233;O;1;4;  2A;0;ERR;
21_04_26 06:57:47.252;235;O;1;4;  2A;0;ERR;
21_04_26 06:57:50.581;237;O;1;4;  2A;0;ERR;
21_04_26 06:57:52.718;239;O;1;4;  2A;0;ERR;
21_04_26 06:57:55.453;241;O;1;4;  2A;0;ERR;
21_04_26 06:57:57.095;243;O;1;2;FFE0;0;ERR;
21_04_26 06:57:59.219;245;O;1;2;FFE0;0;ERR;
21_04_26 06:58:13.103;247;O;1;2;FFE0;0;ERR;
21_04_26 06:58:15.163;249;O;1;2;FFE0;0;ERR;
21_04_26 06:58:17.953;251;O;1;2;FFE0;0;ERR;
21_04_26 06:58:20.370;252;I;5;1;F204;115;;b7f616aadac005000000803f00000000000000000000000000000000000000000000000083b7f616aadac0050051fdae3d368033bf0792afbd3ee0333f00000000000000000000000083b7f616aadac005000000803f00000000000000000000000000000000000000000000000080ffffffff
21_04_26 06:58:21.603;254;O;1;2;FFE0;0;ERR;
21_04_26 06:58:25.500;256;O;1;4;  2A;0;ERR;
21_04_26 06:58:27.893;258;O;1;4;  2A;0;ERR;
21_04_26 06:58:30.513;260;O;1;4;  2A;0;ERR;
21_04_26 06:58:32.649;262;O;1;4;  2A;0;ERR;
21_04_26 06:58:37.144;264;O;1;4;  2A;0;ERR;
21_04_26 06:58:40.332;266;O;1;4;  2A;0;ERR;
21_04_26 06:58:43.060;268;O;1;4;  2A;0;ERR;
21_04_26 06:58:45.440;270;O;1;4;  2A;0;ERR;
21_04_26 06:58:49.459;272;O;1;4;  2A;0;ERR;
21_04_26 06:58:52.150;274;O;1;4;  2A;0;ERR;
21_04_26 06:58:55.680;276;O;1;4;  2A;0;ERR;
21_04_26 06:58:58.526;278;O;1;2;FFE0;0;ERR;
21_04_26 06:59:00.388;280;O;1;2;FFE0;0;ERR;
21_04_26 06:59:02.928;282;O;1;4;  2A;0;ERR;
21_04_26 06:59:09.569;284;O;1;4;  2A;0;ERR;
21_04_26 06:59:13.815;286;O;1;4;  2A;0;ERR;
21_04_26 06:59:16.468;288;O;1;4;  2A;0;ERR;
21_04_26 06:59:19.384;290;O;1;4;  2A;0;ERR;
21_04_26 06:59:26.229;292;O;1;4;  2A;0;ERR;
21_04_26 06:59:29.419;294;O;1;4;  2A;0;ERR;
21_04_26 06:59:32.363;296;O;1;4;  2A;0;ERR;
21_04_26 06:59:34.950;298;O;1;4;  2A;0;ERR;
21_04_26 06:59:38.509;300;O;1;4;  2A;0;ERR;
21_04_26 06:59:41.452;302;O;1;4;  2A;0;ERR;
21_04_26 06:59:44.363;304;O;1;4;  2A;0;ERR;
21_04_26 06:59:47.298;306;O;1;4;  2A;0;ERR;
21_04_26 06:59:49.493;308;O;1;2;FFE0;0;ERR;
21_04_26 06:59:51.958;310;O;1;2;FFE0;0;ERR;
21_04_26 06:59:55.495;312;O;1;2;FFE0;0;ERR;
21_04_26 06:59:58.115;314;O;1;4;  2A;0;ERR;
21_04_26 07:00:01.065;316;O;1;4;  2A;0;ERR;
21_04_26 07:00:03.292;318;O;1;4;  2A;0;ERR;
21_04_26 07:00:05.691;320;O;1;4;  2A;0;ERR;
21_04_26 07:00:07.560;322;O;1;4;  2A;0;ERR;
21_04_26 07:00:10.328;324;O;1;4;  2A;0;ERR;
21_04_26 07:00:13.560;326;O;1;4;  2A;0;ERR;
21_04_26 07:00:16.165;328;O;1;4;  2A;0;ERR;
21_04_26 07:00:20.754;330;O;1;4;  2A;0;ERR;
21_04_26 07:00:23.408;332;O;1;4;  2A;0;ERR;
21_04_26 07:00:25.560;334;O;1;4;  2A;0;ERR;
21_04_26 07:00:30.436;336;O;1;4;  2A;0;ERR;
21_04_26 07:00:33.709;338;O;1;4;  2A;0;ERR;
21_04_26 07:00:37.030;340;O;1;4;  2A;0;ERR;
21_04_26 07:00:40.426;342;O;1;4;  2A;0;ERR;
21_04_26 07:00:43.114;344;O;1;4;  2A;0;ERR;
21_04_26 08:22:29.259;312;O;1;2;FFE0;0;ERR;
21_04_26 08:23:07.130;312;O;1;2;FFE0;0;ERR;
21_04_26 08:23:14.010;312;O;1;2;FFE0;0;ERR;
21_04_26 08:23:24.521;312;O;1;2;FFE0;0;ERR;
21_04_26 08:23:30.265;312;O;1;2;FFE0;0;ERR;
21_04_26 08:23:38.072;312;O;1;2;FFE0;0;ERR;
21_04_26 08:23:42.248;2;O;1;2;FFE0;0;ERR;
21_04_26 08:23:53.402;344;O;1;4;  2A;0;ERR;
21_04_26 08:24:03.769;6;O;1;4;  2A;0;ERR;
21_04_26 08:24:12.681;8;O;1;4;  2A;0;ERR;
21_04_26 08:24:16.121;10;O;1;4;  2A;0;ERR;
21_04_26 08:24:17.331;13;I;4;1;DE21;46;;791101153214c500220000002e0000002e00000000009601a201a201960100200800e01ec15f0000d019965a5804
21_04_26 08:24:32.008;0;O;1;4;  4B;0;ERR;
21_04_26 08:24:36.329;15;O;1;4;  4B;0;ERR;
21_04_26 08:24:36.916;18;I;4;1;DE24;0;;
21_04_26 08:24:42.571;0;O;1;4;  7D;0;ERR;
21_04_26 08:24:43.181;21;I;4;1;DE24;0;;
21_04_26 08:24:51.394;60;O;1;4;  71;4;ERR;0000d002
21_04_26 08:24:52.009;24;I;4;1;DE24;0;;
21_04_26 08:24:56.329;0;O;1;4;  76;4;ERR;0000f000
21_04_26 08:24:56.952;27;I;4;1;DE24;0;;
21_04_26 08:25:02.314;12;O;1;4;  2A;0;ERR;
21_04_26 08:25:04.065;30;I;2;1;4216;66;;47121313fc140701070100004d008200190000000000040004000400040000300800dc1ed15f0000c478866058040b0998921d196d0ec4788660e01e01001900f81e
21_04_26 08:25:04.065;31;I;2;1;4217;81;;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:25:18.233;29;O;1;4;  2A;0;ERR;
21_04_26 08:25:22.505;33;O;1;4;  2A;0;ERR;
21_04_26 08:25:26.506;35;O;1;4;  2A;0;ERR;
21_04_26 08:25:32.744;37;O;1;4;  2A;0;ERR;
21_04_26 08:25:38.297;39;O;1;4;  2A;0;ERR;
21_04_26 08:25:42.249;41;O;1;4;  2A;0;ERR;
21_04_26 08:25:45.753;43;O;1;4;  2A;0;ERR;
21_04_26 08:26:07.817;45;O;1;4;  2A;0;ERR;
21_04_26 08:26:22.122;47;O;1;4;  2A;0;ERR;
21_04_26 08:26:24.878;49;O;1;4;  2A;0;ERR;
21_04_26 08:27:00.980;52;I;5;1;F204;115;;7a2124e7dbc005000000803f000000000000000000000000000000000000000000000000837a2124e7dbc00500f54804be6fc731bf4775043e7e28323f000000000000000000000000837a2124e7dbc005000000803f00000000000000000000000000000000000000000000000080ffffffff
21_04_26 08:27:02.073;51;O;1;4;  2A;0;ERR;
21_04_26 08:27:04.191;55;I;2;1;4216;66;;df11e60f05153d01450103005600a2001b0000000000050005000500050000300800d81ef95f00003c79866058040d0b01961d196d0e3c798660581f01001900f81e
21_04_26 08:27:04.191;56;I;2;1;4217;81;;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:27:11.289;54;O;1;4;  2A;0;ERR;
21_04_26 08:27:33.529;58;O;1;4;  2A;0;ERR;
21_04_26 08:27:42.329;60;O;1;4;  2A;0;ERR;
21_04_26 08:27:46.554;62;O;1;4;  2A;0;ERR;
21_04_26 08:27:52.376;64;O;1;4;  2A;0;ERR;
21_04_26 08:27:57.882;66;O;1;4;  2A;0;ERR;
21_04_26 08:28:01.168;69;I;5;1;F204;115;;f895c6eadbc005000000803f00000000000000000000000000000000000000000000000083f895c6eadbc005002145dabd3ec232bf8284da3d9b23333f00000000000000000000000083f895c6eadbc005000000803f00000000000000000000000000000000000000000000000080ffffffff
21_04_26 08:28:03.754;68;O;1;4;  2A;0;ERR;
21_04_26 08:28:10.378;71;O;1;4;  2A;0;ERR;
21_04_26 08:28:14.394;73;O;1;4;  2A;0;ERR;
21_04_26 08:28:24.123;75;O;1;4;  2A;0;ERR;
21_04_26 08:28:27.754;77;O;1;4;  2A;0;ERR;
21_04_26 08:28:31.285;80;I;5;1;F204;115;;78d887ecdbc005000000803f0000000000000000000000000000000000000000000000008378d887ecdbc00500e3d3c3bd192a33bf0b07c43d948b333f0000000000000000000000008378d887ecdbc005000000803f00000000000000000000000000000000000000000000000080ffffffff
21_04_26 08:28:34.274;81;I;2;1;4216;66;;65124a13de147500bd0100004200ac00190000000000060006000600060000300800dc1e176000009679866058040e0c01961d196d0e97798660b21f01001900f81e
21_04_26 08:28:34.274;82;I;2;1;4217;81;;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_26 08:28:37.242;79;O;1;4;  2A;0;ERR;
21_04_26 08:28:38.422;85;I;4;1;DE21;46;;d2118f12d7146f00170200005b00a8002c00000000008302960296027d0200300800d81e19600000d21a965a5804
21_04_26 08:28:51.195;20;O;1;4;  7D;0;ERR;
21_04_26 08:28:51.771;88;I;4;1;DE24;0;;
21_04_26 08:28:56.683;172;O;1;1A;1DA2;4;ERR;aa000000
21_04_26 08:28:57.284;91;I;1A;1; 118;2;;a21d
21_04_26 08:29:00.153;179;O;1;1A;1DA3;4;ERR;40420f00
